TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type,LINKQ
437008083,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4281 HANAMAULU RD,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080830000
437008086,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4345 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080860000
437008105,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4206 WAIAHI ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370081050000
437008127,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4384 LAULIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370081270000
437009007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4246 HANAMAULU RD,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090070000
437009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4369 ANAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090130000
437009018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4215 HANAMAULU RD,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090180000
437009026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4217 AIKEPA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090260000
437010010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4030 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100100000
437010024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4031 PALIKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100240000
437010039,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4070 WAIAHI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100390000
437010052,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4046 WAIAHI ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100520000
437010067,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4236 KAULU PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100670000
437010069,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4226 KAULU PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100690000
437010069,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4226 KAULU PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100690000
437010071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4218 KAULU PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100710000
437010077,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4215 HELII PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100770000
437010082,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4120 PALIKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100820000
436002024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3215 KAPULE HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360020240000
437012024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4293 LEHU PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120240002
437012026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4277 LEHU PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120260002
437012031,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4426 AMO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120310000
437012039,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4482 AMO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120390001
437012089,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4158 KENIKENI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120890002
437012092,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4165 KEA PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120920002
437012104,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4158 KEA PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370121040000
437012106,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4129 HANAMAULU RD,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370121060002
438007012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3367 KUHIO HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070120000
438007034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3319 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070340000
438007035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3329 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070350000
438007035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3329 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070350000
438007056,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3282 EONO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070560000
438008019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4565 EKOLU ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380080190000
438009009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3197 NAKAMURA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090090000
438009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3252 JERVES ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090130000
438009026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3235 JERVES ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090260000
438009034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3260 HIRAOKA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090340000
438009034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3260 HIRAOKA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090340000
438009092,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3235 FUJII ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090920000
438009092,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3235 FUJII ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090920000
438009099,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4626 POINCIANA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090990000
438010007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4582 NOI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100070000
438010007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3376 AINAKEA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100070000
438010014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3417 AINAKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100140000
438010017,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3391 AINAKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100170000
438010018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3383 AINAKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100180000
438010021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3384 HINAHINA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380100210000
438011017,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4671 OPUKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110170000
438011018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4661 OPUKEA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110180000
438011020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4641 OPUKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110200000
438011030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4680 OPUKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110300000
438011034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4640 OPUKEA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110340000
438011055,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4601 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380110550000
437012001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4285 'AKILOLO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120010001
437012005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4258 'ALA'IHI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120050000
438012016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4861 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380120160000
438012058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4708 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380120580000
438012059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4716 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380120590000
438012063,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4754 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380120630000
438012067,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3906 PALANI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380120670000
438013006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5128 LAUKONA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380130060000
421010042,Eleele WWTP service 96705 & Hanapepe 96716,4411 'OLALI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100420000
421010047,Eleele WWTP service 96705 & Hanapepe 96716,4381 'OLALI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100470000
421010050,Eleele WWTP service 96705 & Hanapepe 96716,121 'OKUPU ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100500000
421011007,Eleele WWTP service 96705 & Hanapepe 96716,414 MEHANA RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210110070000
421012008,Eleele WWTP service 96705 & Hanapepe 96716,331 ILUNA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210120080000
436006004,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3205 UMI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060040000
436006017,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3085 UMI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060170000
436006030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3196 ELUA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060300000
436006030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3196 ELUA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060300000
436006050,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4434 HARDY ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060500000
436006089,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3178 KUHIO HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060890000
436006095,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3222 KUHIO HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060950000
436007029,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4303 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070290000
436015010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4370 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150100000
436015011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3131 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150110000
436015028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3132 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150280000
436015044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4330 HARDY ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150440002
436015061,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3160 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150610000
436015074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3182 LALEI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150740000
436016031,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3261 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160310000
436016041,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3195 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160410000
436016042,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3187 PALAI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160420000
435003010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3030 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030100000
435003018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2956 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030180000
435003049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3071 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030490000
436003010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3016 UMI ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030100000
436003045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4189 HOALA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030450000
436003055,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2927 PALA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030550000
436003063,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4290 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030630000
437012044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4451 'ILI'OPUA PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120440000
437012055,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4170 AIKEPA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120550000
437012069,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4156 HANAMAULU RD,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120690001
437012081,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4133 KENIKENI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120810000
437012086,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4134 KENIKENI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370120860000
437012107,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4119 HANAMAULU RD,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370121070001
437012108,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4167 'AKILOLO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370121080000
438007005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3311 KUHIO HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070050000
438007016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3376 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070160000
438007018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3360 ELIMA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070180001
438007028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4524 EHIKU ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070280000
438007030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3291 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070300000
438007033,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3313 ELIMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070330000
438007049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3338 EONO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070490000
438007049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3338 EONO ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070490000
438007052,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3314 EONO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380070520000
438009006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 NAKAMURA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090060000
438009019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3206 JERVES ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380090190000
