TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type,LINKQ
436007035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4353 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070350000
436009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2930 KRESS ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090130000
436009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2932 KRESS ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090130000
436009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2926 KRESS ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090130000
436009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2926 KRESS ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090130000
436009013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2926 KRESS ST B,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090130000
436009018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4261 HALENANI ST B,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090180000
436009042,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090420000
436015045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4324 HARDY ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150450000
436015054,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3153 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150540000
435001142,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 KAPULE HWY,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350011420000
435003002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3116 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030020000
435003016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2960 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030160000
436017021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3339 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170210000
436017024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3359 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360170240000
436018008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4248 HARDY ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180080000
436018045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180450000
436018045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 UNAHE ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180450000
436018071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3222 UNAHE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360180710000
436019011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4182 HARDY ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190110000
436019011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4133 PUAOLE ST,LIHUE,96766,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190110000
436019047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4256 MALAE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360190470000
436020008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4085 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200080000
436020011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4097 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200110000
436020011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4097 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200110000
436020012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4099 PUAOLE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200120000
436020019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4069 KAWILI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200190000
436020023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4107 KAWILI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200230000
436020030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3081 KONANE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360200300000
436023008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4046 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230080000
436023021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2969 HOOLAKO ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230210000
436023021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2969 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230210000
436023037,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2907 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230370000
436023047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4037 PULAPULA PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230470000
436023058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4047 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230580000
436023059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2985 ALOALO PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230590000
436023081,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2929 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360230810000
436024006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2934 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240060000
436024009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2948 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240090000
436024012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2960 OHIOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240120000
436024024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2820 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240240000
436024025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2824 HOOLAKO ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240250000
436024061,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3937 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240610000
436024064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3910 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240640000
436024074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3986 KAPENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360240740000
436016049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3210 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160490000
437005031,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3916 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050310000
437005044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4042 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050440000
437005053,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3945 HO'OLEPE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050530000
437005070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3938 HO'OLEPE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050700000
437005077,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3904 HO'OLEPE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050770000
437005079,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3909 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050790000
437005081,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3921 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050810000
437005089,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4011 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050890000
437006019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3882 KAIA PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060190000
437006027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3937 HO'OHUKI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060270000
437006035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3926 HO'OHUKI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060350000
437006047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3824 HO'OHUKI ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060470000
437006071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4303 KA'ILEWA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060710000
437006085,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4326 KA'ILEWA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060850000
437006086,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4320 KA'ILEWA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060860000
437008022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4104 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080220000
437008038,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4291 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080380000
437008051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4163 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080510000
437008051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4163 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080510000
437008081,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4315 HANAMAULU RD,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080810000
437008089,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4321 HOOHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080890000
437008094,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4280 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370080940000
437008123,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4117 WAIAHI ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370081230000
437009015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4193 HANAMAULU RD,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090150000
437009031,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4271 AIKEPA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090310002
437009040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4270 AIKEPA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370090400000
437010009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4020 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100090000
437010009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4020 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100090000
437010014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4072 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100140000
437010020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4075 WAIAHI PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100200000
437010021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4073 WAIAHI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100210000
437010035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4086 WAIAHI PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100350000
437010056,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4145 PALIKEA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100560000
437010059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4210 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100590000
437010065,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4235 KAULU PL,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370100650000
416003040,Waimea WWTP service Waimea 96796,4595 MENEHUNE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030400000
416003040,Waimea WWTP service Waimea 96796,4611 MENEHUNE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030400000
416003040,Waimea WWTP service Waimea 96796,4603 MENEHUNE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030400000
416003059,Waimea WWTP service Waimea 96796,4635 MENEHUNE RD A,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030590001
416003070,Waimea WWTP service Waimea 96796,4653 MENEHUNE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030700000
416003095,Waimea WWTP service Waimea 96796,9840 KANU RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030950000
416003096,Waimea WWTP service Waimea 96796,9834 KANU RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160030960000
416005028,Waimea WWTP service Waimea 96796,4571 MAILE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160050280000
416005028,Waimea WWTP service Waimea 96796,4571 MAILE RD A,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160050280000
416005030,Waimea WWTP service Waimea 96796,4583 MAILE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160050300000
416005051,Waimea WWTP service Waimea 96796,9915 APE PL,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160050510000
416006020,Waimea WWTP service Waimea 96796,4488 PANAKO RD A,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160060200000
416006020,Waimea WWTP service Waimea 96796,4488 PANAKO RD C,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160060200000
416007003,Eleele WWTP service 96705 & Hanapepe 96716,4451 MOANA RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160070030000
416007010,Waimea WWTP service Waimea 96796,9890 KAHAKAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160070100000
416007011,Waimea WWTP service Waimea 96796,9897 KAHAKAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160070110000
416007030,Waimea WWTP service Waimea 96796,9815 LAAU RD,WAIMEA,96796,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160070300000
416009027,Waimea WWTP service Waimea 96796,4595 MAKEKE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160090270000
416009033,Waimea WWTP service Waimea 96796,9634 WAENA RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160090330000
416011007,Waimea WWTP service Waimea 96796,4687 ALAWAI RD A,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160110070000
416011007,Waimea WWTP service Waimea 96796,4687 ALAWAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160110070000
416011029,Waimea WWTP service Waimea 96796,4755 ALAWAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160110290000
416011029,Waimea WWTP service Waimea 96796,4747 ALAWAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160110290000
418008027,Eleele WWTP service 96705 & Hanapepe 96716,3547 KAUMUALII HWY,HANAPEPE,96716,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180080270000
418009039,Eleele WWTP service 96705 & Hanapepe 96716,4647 MOI RD A,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180090390000
418009039,Eleele WWTP service 96705 & Hanapepe 96716,4647 MOI RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180090390000
418010042,Eleele WWTP service 96705 & Hanapepe 96716,3491 ELEU RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180100420000
418013029,Eleele WWTP service 96705 & Hanapepe 96716,4872 MOI RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180130290000
418013029,Eleele WWTP service 96705 & Hanapepe 96716,4874 MOI RD A,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180130290000
