TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type
441005014,Wailua WWTP service Kapaa 967456,296 KUHIO HWY,KAPAA,96746,Commercial
445004001,Wailua WWTP service Kapaa 967456,1105 KUHIO HWY,KAPAA,96746,Commercial
445004001,Wailua WWTP service Kapaa 967456,1101 KUHIO HWY,KAPAA,96746,Commercial
445005008,Wailua WWTP service Kapaa 967456,4520 AKIA RD A,KAPAA,96746,Commercial
445010001,Wailua WWTP service Kapaa 967456,4504 KUKUI ST,KAPAA,96746,Commercial
445010006,Wailua WWTP service Kapaa 967456,4526 KUKUI ST,KAPAA,96746,Inactive
445010007,Wailua WWTP service Kapaa 967456,4631 LEHUA ST A,KAPAA,96746,Residential
445010007,Wailua WWTP service Kapaa 967456,4631 LEHUA ST C,KAPAA,96746,Residential
445011049,Wailua WWTP service Kapaa 967456,1464 KUHIO HWY,KAPAA,96746,Commercial
438015002,Wailua WWTP service Kapaa 967456,3304 KANAKOLU ST,KAPAA,96746,Residential
443006017,Wailua WWTP service Kapaa 967456,4531 POULI RD,KAPAA,96746,Commercial
443009010,Wailua WWTP service Kapaa 967456,964 KUHIO HWY,KAPAA,96746,Residential
445001029,Wailua WWTP service Kapaa 967456,1038 KUHIO HWY,KAPAA,96746,Commercial
445004003,Wailua WWTP service Kapaa 967456,4520 KIPUNI PL,KAPAA,96746,Commercial
445005008,Wailua WWTP service Kapaa 967456,4520 AKIA RD C,KAPAA,96746,Residential
445008014,Wailua WWTP service Kapaa 967456,1366 KUHIO HWY,KAPAA,96746,Commercial
445008016,Wailua WWTP service Kapaa 967456,1340 KUHIO HWY,KAPAA,96746,Commercial
445008016,Wailua WWTP service Kapaa 967456,4486 KAUWILA ST,KAPAA,96746,Commercial
445008027,Wailua WWTP service Kapaa 967456,1345 KUHIO HWY,KAPAA,96746,Commercial
445009028,Wailua WWTP service Kapaa 967456,1267 ULU ST,KAPAA,96746,Commercial
445009029,Wailua WWTP service Kapaa 967456,1263 ULU ST,KAPAA,96746,Residential
445011031,Wailua WWTP service Kapaa 967456,1435 KUHIO HWY,KAPAA,96746,Commercial
445012006,Wailua WWTP service Kapaa 967456,1516 KUHIO HWY,KAPAA,96746,Commercial
445012018,Wailua WWTP service Kapaa 967456,1596 KUHIO HWY,KAPAA,96746,Commercial
446014105,Wailua WWTP service Kapaa 967456,4850 KAWAIHAU RD,KAPAA,96746,Residential
441003007,Wailua WWTP service Kapaa 967456,324 APANA RD,KAPAA,96746,Commercial
441005005,Wailua WWTP service Kapaa 967456,356 KUHIO HWY,KAPAA,96746,Commercial
441005009,Wailua WWTP service Kapaa 967456,361 KUHIO HWY,KAPAA,96746,Commercial
443007011,Wailua WWTP service Kapaa 967456,796 KUHIO HWY,KAPAA,96746,Commercial
443009004,Wailua WWTP service Kapaa 967456,900 KUHIO HWY,KAPAA,96746,Commercial
443009045,Wailua WWTP service Kapaa 967456,901 KUHIO HWY,KAPAA,96746,Commercial
443009046,Wailua WWTP service Kapaa 967456,885 KUHIO HWY  A,KAPAA,96746,Commercial
443009052,Wailua WWTP service Kapaa 967456,871 KUHIO HWY  A,KAPAA,96746,Commercial
443009052,Wailua WWTP service Kapaa 967456,871 KUHIO HWY  B,KAPAA,96746,Commercial
443002003,Wailua WWTP service Kapaa 967456,390 PAPALOA RD,KAPAA,96746,Commercial
445001022,Wailua WWTP service Kapaa 967456,1020 KUHIO HWY,KAPAA,96746,Residential
445001028,Wailua WWTP service Kapaa 967456,1032 KUHIO HWY,KAPAA,96746,Residential
445001028,Wailua WWTP service Kapaa 967456,1032 KUHIO HWY  A,KAPAA,96746,Residential
445008020,Wailua WWTP service Kapaa 967456,1318 KUHIO HWY,KAPAA,96746,Commercial
445008030,Wailua WWTP service Kapaa 967456,1322 KUHIO HWY,KAPAA,96746,Commercial
445009031,Wailua WWTP service Kapaa 967456,4562 OHIA ST,KAPAA,96746,Residential
445009031,Wailua WWTP service Kapaa 967456,4562 OHIA ST A,KAPAA,96746,Residential
445009031,Wailua WWTP service Kapaa 967456,4562 OHIA ST A,KAPAA,96746,Residential
445011024,Wailua WWTP service Kapaa 967456,4516 LEHUA ST,KAPAA,96746,Commercial
445011028,Wailua WWTP service Kapaa 967456,4534 LEHUA ST,KAPAA,96746,Mixed
445011028,Wailua WWTP service Kapaa 967456,4532 LEHUA ST,KAPAA,96746,Mixed
445012021,Wailua WWTP service Kapaa 967456,1624 KUHIO HWY,KAPAA,96746,Commercial
445012031,Wailua WWTP service Kapaa 967456,1579 KUHIO HWY,KAPAA,96746,Commercial
445013020,Wailua WWTP service Kapaa 967456,4511 HAUAALA RD,KAPAA,96746,Residential
439006020,Wailua WWTP service Kapaa 967456,5920 KUHIO HWY,KAPAA,96746,Commercial
443002014,Wailua WWTP service Kapaa 967456,520 ALEKA LP,KAPAA,96746,Commercial
443009012,Wailua WWTP service Kapaa 967456,985 KUHIO HWY,KAPAA,96746,Commercial
443009036,Wailua WWTP service Kapaa 967456,940 KUHIO HWY,KAPAA,96746,Residential
446014026,Wailua WWTP service Kapaa 967456,1751 KUHIO HWY,KAPAA,96746,Commercial
446014026,Wailua WWTP service Kapaa 967456,1881 KUHIO HWY,KAPAA,96746,Commercial
446014030,Wailua WWTP service Kapaa 967456,4800 KAWAIHAU RD,KAPAA,96746,Commercial
445003028,Wailua WWTP service Kapaa 967456,1078 KUHIO HWY,KAPAA,96746,Residential
445008008,Wailua WWTP service Kapaa 967456,1326 INIA ST,KAPAA,96746,Inactive
445008008,Wailua WWTP service Kapaa 967456,1326 INIA ST,KAPAA,96746,Inactive
445008008,Wailua WWTP service Kapaa 967456,1326 INIA ST,KAPAA,96746,Inactive
445008008,Wailua WWTP service Kapaa 967456,1326 INIA ST,KAPAA,96746,Inactive
445008008,Wailua WWTP service Kapaa 967456,1326 INIA ST,KAPAA,96746,Inactive
445009030,Wailua WWTP service Kapaa 967456,1259 ULU ST,KAPAA,96746,Residential
445011035,Wailua WWTP service Kapaa 967456,1397 KUHIO HWY,KAPAA,96746,Commercial
445011037,Wailua WWTP service Kapaa 967456,1387 KUHIO HWY,KAPAA,96746,Commercial
445011048,Wailua WWTP service Kapaa 967456,4522 NIU ST,KAPAA,96746,Commercial
445011055,Wailua WWTP service Kapaa 967456,1379 KUHIO HWY,KAPAA,96746,Commercial
445012011,Wailua WWTP service Kapaa 967456,1542 KUHIO HWY  A,KAPAA,96746,Residential
445012016,Wailua WWTP service Kapaa 967456,1586 KUHIO HWY  A,KAPAA,96746,Commercial
445012026,Wailua WWTP service Kapaa 967456,1621 KUHIO HWY,KAPAA,96746,Commercial
445013016,Wailua WWTP service Kapaa 967456,4517 HAUAALA RD,KAPAA,96746,Residential
441005001,Wailua WWTP service Kapaa 967456,366 PAPALOA RD,KAPAA,96746,Residential
443009009,Wailua WWTP service Kapaa 967456,970 KUHIO HWY,KAPAA,96746,Residential
442022057,Wailua WWTP service Kapaa 967456,6706 PUUPILO RD A,KAPAA,96746,Inactive
443002010,Wailua WWTP service Kapaa 967456,410 PAPALOA RD,KAPAA,96746,Commercial
445001024,Wailua WWTP service Kapaa 967456,1006 KUHIO HWY,KAPAA,96746,Residential
445001026,Wailua WWTP service Kapaa 967456,994 KUHIO HWY,KAPAA,96746,Commercial
445003019,Wailua WWTP service Kapaa 967456,1132 KUHIO HWY,KAPAA,96746,Commercial
445009001,Wailua WWTP service Kapaa 967456,1343 ULU ST,KAPAA,96746,Commercial
445009012,Wailua WWTP service Kapaa 967456,1301 ULU ST,KAPAA,96746,Residential
445009026,Wailua WWTP service Kapaa 967456,1277 ULU ST,KAPAA,96746,Residential
445010017,Wailua WWTP service Kapaa 967456,4586 OLOHENA RD,KAPAA,96746,Commercial
445010025,Wailua WWTP service Kapaa 967456,4544 KUKUI ST,KAPAA,96746,Residential
445011011,Wailua WWTP service Kapaa 967456,1378 KUHIO HWY,KAPAA,96746,Commercial
445011018,Wailua WWTP service Kapaa 967456,1477 KUHIO HWY,KAPAA,96746,Commercial
445013013,Wailua WWTP service Kapaa 967456,1665 KUHIO HWY,KAPAA,96746,Residential
445013015,Wailua WWTP service Kapaa 967456,1653 KUHIO HWY,KAPAA,96746,Residential
443007013,Wailua WWTP service Kapaa 967456,4461 KAMOA RD,KAPAA,96746,Residential
443008002,Wailua WWTP service Kapaa 967456,771 KUHIO HWY,KAPAA,96746,Commercial
443009042,Wailua WWTP service Kapaa 967456,878 KUHIO HWY,KAPAA,96746,Residential
443009042,Wailua WWTP service Kapaa 967456,878 KUHIO HWY  A,KAPAA,96746,Residential
443009042,Wailua WWTP service Kapaa 967456,886 KUHIO HWY,KAPAA,96746,Residential
443009047,Wailua WWTP service Kapaa 967456,919 KUHIO HWY,KAPAA,96746,Commercial
443009055,Wailua WWTP service Kapaa 967456,985 KIPUNI WAY,KAPAA,96746,Commercial
443002013,Wailua WWTP service Kapaa 967456,440 KUHIO HWY,KAPAA,96746,Commercial
445003025,Wailua WWTP service Kapaa 967456,1054 KUHIO HWY,KAPAA,96746,Residential
445005016,Wailua WWTP service Kapaa 967456,1155 KUHIO HWY,"KAPAA, HI 96746",,Inactive
445006005,Wailua WWTP service Kapaa 967456,1194 KUHIO HWY,KAPAA,96746,Residential
445009027,Wailua WWTP service Kapaa 967456,1273 ULU ST,KAPAA,96746,Residential
445009059,Wailua WWTP service Kapaa 967456,4566 OHIA ST A,KAPAA,96746,Commercial
445010020,Wailua WWTP service Kapaa 967456,4584 LEHUA ST,KAPAA,96746,Residential
445010024,Wailua WWTP service Kapaa 967456,4645 LEHUA ST,KAPAA,96746,Residential
445010024,Wailua WWTP service Kapaa 967456,4649 LEHUA ST,KAPAA,96746,Residential
445011008,Wailua WWTP service Kapaa 967456,1382 INIA ST,KAPAA,96746,Residential
445011008,Wailua WWTP service Kapaa 967456,1382 INIA ST A,KAPAA,96746,Residential
445011012,Wailua WWTP service Kapaa 967456,1388 KUHIO HWY,KAPAA,96746,Commercial
445011042,Wailua WWTP service Kapaa 967456,4515 NIU ST,KAPAA,96746,Residential
445015032,Wailua WWTP service Kapaa 967456,4610 OLOHENA RD,KAPAA,96746,Commercial
416002074,Waimea WWTP service Waimea 96796,4881 MENEHUNE RD,WAIMEA,96796,Residential
416003017,Waimea WWTP service Waimea 96796,4780 ALAWAI RD,WAIMEA,96796,Residential
416003018,Waimea WWTP service Waimea 96796,4774 ALAWAI RD,WAIMEA,96796,Residential
416003024,Waimea WWTP service Waimea 96796,4833 MENEHUNE RD,WAIMEA,96796,Residential
416003024,Waimea WWTP service Waimea 96796,4833 MENEHUNE RD C,WAIMEA,96796,Residential
416003024,Waimea WWTP service Waimea 96796,4837 MENEHUNE RD,WAIMEA,96796,Residential
416003024,Waimea WWTP service Waimea 96796,9832 PULE RD,WAIMEA,96796,Residential
416003033,Waimea WWTP service Waimea 96796,9832 UUKU RD,WAIMEA,96796,Residential
416004004,Waimea WWTP service Waimea 96796,4610 ALAWAI RD B,WAIMEA,96796,Residential
416004005,Waimea WWTP service Waimea 96796,4628 ALAWAI RD,WAIMEA,96796,Residential
416005012,Waimea WWTP service Waimea 96796,4596 MAILE RD,WAIMEA,96796,Residential
416005053,Waimea WWTP service Waimea 96796,9920 APE PL,WAIMEA,96796,Residential
416005057,Waimea WWTP service Waimea 96796,9902 APE PL,WAIMEA,96796,Residential
416005095,Waimea WWTP service Waimea 96796,4604 MAILE RD,WAIMEA,96796,Residential
416005095,Waimea WWTP service Waimea 96796,4604 MAILE RD A,WAIMEA,96796,Residential
416006010,Waimea WWTP service Waimea 96796,9937 KAHAKAI RD,WAIMEA,96796,Residential
416006010,Waimea WWTP service Waimea 96796,9943 KAHAKAI RD,WAIMEA,96796,Residential
416006010,Waimea WWTP service Waimea 96796,9931 KAHAKAI RD,WAIMEA,96796,Residential
416006021,Waimea WWTP service Waimea 96796,4494 PANAKO RD,WAIMEA,96796,Residential
416007021,Waimea WWTP service Waimea 96796,4469 HALEPULE RD,WAIMEA,96796,Commercial
416011017,Waimea WWTP service Waimea 96796,0 ALAWAI RD,WAIMEA,96796,Residential
412008004,Waimea WWTP service Waimea 96796,9689 HAINA RD,WAIMEA,96796,Residential
412014059,Waimea WWTP service Waimea 96796,9450 KEAHI PL,WAIMEA,96796,Residential
416008048,Waimea WWTP service Waimea 96796,9529 WAENA RD,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD B,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD D,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD C,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD G,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD F,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD A,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD H,WAIMEA,96796,Residential
416003025,Waimea WWTP service Waimea 96796,4829 MENEHUNE RD E,WAIMEA,96796,Residential
416003035,Waimea WWTP service Waimea 96796,4709 MENEHUNE RD,WAIMEA,96796,Residential
416003093,Waimea WWTP service Waimea 96796,9834 KANU RD A,WAIMEA,96796,Residential
416005007,Waimea WWTP service Waimea 96796,9895 WAIMEA RD B,WAIMEA,96796,Mixed
416005007,Waimea WWTP service Waimea 96796,9897 WAIMEA RD C,WAIMEA,96796,Mixed
416005007,Waimea WWTP service Waimea 96796,9897 WAIMEA RD D,WAIMEA,96796,Mixed
416005013,Waimea WWTP service Waimea 96796,9943 WAIMEA RD,WAIMEA,96796,Mixed
416005013,Waimea WWTP service Waimea 96796,9943 WAIMEA RD A,WAIMEA,96796,Mixed
416006026,Waimea WWTP service Waimea 96796,9936 KAUMUALII HWY,WAIMEA,96796,Commercial
416006028,Waimea WWTP service Waimea 96796,9949 KAUMUALII HWY,WAIMEA,96796,Residential
416007020,Waimea WWTP service Waimea 96796,9833 KAHAKAI RD,WAIMEA,96796,Residential
416007026,Waimea WWTP service Waimea 96796,4468 MOANA RD,WAIMEA,96796,Residential
416009031,Waimea WWTP service Waimea 96796,4581 MAKEKE RD,WAIMEA,96796,Residential
412006038,Waimea WWTP service Waimea 96796,4547 CARL FURUTANI ST,WAIMEA,96796,Commercial
412008009,Waimea WWTP service Waimea 96796,9641 HAINA RD,WAIMEA,96796,Residential
412008014,Waimea WWTP service Waimea 96796,9638 MAULE RD,WAIMEA,96796,Inactive
412008014,Waimea WWTP service Waimea 96796,9638 MAULE RD,WAIMEA,96796,Inactive
412008029,Waimea WWTP service Waimea 96796,9600 OIOI RD,WAIMEA,96796,Residential
412014016,Waimea WWTP service Waimea 96796,9530 KEOLEWA ST,WAIMEA,96796,Residential
412014074,Waimea WWTP service Waimea 96796,9449 HAHAI PL,WAIMEA,96796,Residential
419009025,Waimea WWTP service Waimea 96796,4430 PUOLO RD,WAIMEA,96796,Residential
416008050,Waimea WWTP service Waimea 96796,9560 HUAKAI RD,WAIMEA,96796,Residential
416003054,Waimea WWTP service Waimea 96796,4691 MENEHUNE RD,WAIMEA,96796,Inactive
416003055,Waimea WWTP service Waimea 96796,9827 KANU RD,WAIMEA,96796,Residential
416003098,Waimea WWTP service Waimea 96796,9824 KANU RD,WAIMEA,96796,Residential
416003098,Waimea WWTP service Waimea 96796,9824 KANU RD A,WAIMEA,96796,Residential
416004007,Waimea WWTP service Waimea 96796,4644 ALAWAI RD,WAIMEA,96796,Residential
416005005,Waimea WWTP service Waimea 96796,9889 WAIMEA RD A,WAIMEA,96796,Mixed
416005005,Waimea WWTP service Waimea 96796,9889 WAIMEA RD,WAIMEA,96796,Mixed
416005005,Waimea WWTP service Waimea 96796,9889 WAIMEA RD B,WAIMEA,96796,Mixed
416005044,Waimea WWTP service Waimea 96796,9863 APE PL,WAIMEA,96796,Residential
416005064,Waimea WWTP service Waimea 96796,9920 ULA PL,WAIMEA,96796,Residential
416005065,Waimea WWTP service Waimea 96796,9912 ULA PL,WAIMEA,96796,Residential
416005077,Waimea WWTP service Waimea 96796,4587 ALAWAI RD,WAIMEA,96796,Residential
416005079,Waimea WWTP service Waimea 96796,4633 ALAWAI RD,WAIMEA,96796,Residential
416005083,Waimea WWTP service Waimea 96796,4603 ALAWAI RD B,WAIMEA,96796,Inactive
416006005,Waimea WWTP service Waimea 96796,9938 KAHAKAI RD,WAIMEA,96796,Residential
416006012,Waimea WWTP service Waimea 96796,9921 KAHAKAI RD,WAIMEA,96796,Residential
416006014,Waimea WWTP service Waimea 96796,9907 KAHAKAI RD,WAIMEA,96796,Residential
416007016,Waimea WWTP service Waimea 96796,4462 HALEPULE RD,WAIMEA,96796,Residential
416010004,Waimea WWTP service Waimea 96796,9707 TSUCHIYA RD,WAIMEA,96796,Commercial
416011036,Waimea WWTP service Waimea 96796,4724 MENEHUNE RD B,WAIMEA,96796,Residential
416011037,Waimea WWTP service Waimea 96796,4730 MENEHUNE RD C,WAIMEA,96796,Residential
412014023,Waimea WWTP service Waimea 96796,9498 KEOLEWA ST,WAIMEA,96796,Residential
412014043,Waimea WWTP service Waimea 96796,9504 HAINA RD,WAIMEA,96796,Residential
412014060,Waimea WWTP service Waimea 96796,9442 KEAHI PL,WAIMEA,96796,Residential
412014090,Waimea WWTP service Waimea 96796,4681 HAHAI ST,WAIMEA,96796,Residential
416008003,Waimea WWTP service Waimea 96796,0,WAIMEA,96796,Commercial
416008018,Waimea WWTP service Waimea 96796,9640 KAUMUALII HWY  A,WAIMEA,96796,Residential
416008049,Waimea WWTP service Waimea 96796,9527 WAENA RD,WAIMEA,96796,Residential
416003046,Waimea WWTP service Waimea 96796,9800 UUKU RD B,WAIMEA,96796,Residential
416003065,Waimea WWTP service Waimea 96796,4790 ALAWAI RD,WAIMEA,96796,Residential
416003071,Waimea WWTP service Waimea 96796,9824 UUKU RD,WAIMEA,96796,Residential
416004018,Waimea WWTP service Waimea 96796,4662 ALAWAI RD,WAIMEA,96796,Residential
416005011,Waimea WWTP service Waimea 96796,9929 WAIMEA RD,WAIMEA,96796,Residential
416005066,Waimea WWTP service Waimea 96796,9906 ULA PL,WAIMEA,96796,Residential
416005073,Waimea WWTP service Waimea 96796,4605 ALAWAI RD,WAIMEA,96796,Inactive
416005089,Waimea WWTP service Waimea 96796,9868 NIMA PL,WAIMEA,96796,Residential
416006019,Waimea WWTP service Waimea 96796,4484 PANAKO RD,WAIMEA,96796,Residential
416007033,Waimea WWTP service Waimea 96796,9780 KAUMUALII HWY,WAIMEA,96796,Residential
416011033,Waimea WWTP service Waimea 96796,4752 MENEHUNE RD,WAIMEA,96796,Residential
412006014,Waimea WWTP service Waimea 96796,9730 OIOI RD B,WAIMEA,96796,Residential
412006034,Waimea WWTP service Waimea 96796,9567 HUAKAI RD,WAIMEA,96796,Residential
412009011,Waimea WWTP service Waimea 96796,4685 MAKEKE RD,WAIMEA,96796,Residential
412014012,Waimea WWTP service Waimea 96796,9554 HAINA RD,WAIMEA,96796,Residential
412014018,Waimea WWTP service Waimea 96796,9524 KEOLEWA ST,WAIMEA,96796,Residential
412014061,Waimea WWTP service Waimea 96796,9436 KEAHI PL,WAIMEA,96796,Residential
412014065,Waimea WWTP service Waimea 96796,9457 KEAHI PL,WAIMEA,96796,Residential
412014067,Waimea WWTP service Waimea 96796,9443 KEAHI PL,WAIMEA,96796,Residential
412014073,Waimea WWTP service Waimea 96796,9444 HAHAI PL,WAIMEA,96796,Residential
412014086,Waimea WWTP service Waimea 96796,9401 HAINA RD,WAIMEA,96796,Residential
416007036,Waimea WWTP service Waimea 96796,9750 KAUMUALII HWY,WAIMEA,96796,Commercial
416008052,Waimea WWTP service Waimea 96796,9568 HUAKAI RD,WAIMEA,96796,Residential
416008055,Waimea WWTP service Waimea 96796,9578 HUAKAI RD,WAIMEA,96796,Residential
416008057,Waimea WWTP service Waimea 96796,9586 HUAKAI RD,WAIMEA,96796,Residential
416009023,Waimea WWTP service Waimea 96796,4556 MAKEKE RD,WAIMEA,96796,Commercial
421005049,Waimea WWTP service Waimea 96796,4661 MELEMELE RD,WAIMEA,96796,Residential
416003020,Waimea WWTP service Waimea 96796,4824 MENEHUNE RD,WAIMEA,96796,Residential
416003037,Waimea WWTP service Waimea 96796,4675 MENEHUNE RD,WAIMEA,96796,Commercial
416003042,Waimea WWTP service Waimea 96796,4629 MENEHUNE RD,WAIMEA,96796,Residential
416003068,Waimea WWTP service Waimea 96796,0 NONE,WAIMEA,96796,Residential
416004009,Waimea WWTP service Waimea 96796,4670 ALAWAI RD,WAIMEA,96796,Residential
416005040,Waimea WWTP service Waimea 96796,9872 APE PL,WAIMEA,96796,Residential
416005042,Waimea WWTP service Waimea 96796,4640 MENEHUNE RD,WAIMEA,96796,Residential
416005097,Waimea WWTP service Waimea 96796,4581 ALAWAI RD,WAIMEA,96796,Residential
416006001,Waimea WWTP service Waimea 96796,4450 ALAWAI RD,WAIMEA,96796,Commercial
416006044,Waimea WWTP service Waimea 96796,4471 ALAWAI RD A,WAIMEA,96796,Residential
416007009,Waimea WWTP service Waimea 96796,9884 KAHAKAI RD,WAIMEA,96796,Residential
416010001,Waimea WWTP service Waimea 96796,4590 OLA RD,WAIMEA,96796,Commercial
416011003,Waimea WWTP service Waimea 96796,4645 ALAWAI RD C,WAIMEA,96796,Residential
416011019,Waimea WWTP service Waimea 96796,4700 MENEHUNE RD,WAIMEA,96796,Residential
416011019,Waimea WWTP service Waimea 96796,4698 MENEHUNE RD,WAIMEA,96796,Residential
416011025,Waimea WWTP service Waimea 96796,4707 ALAWAI RD,WAIMEA,96796,Residential
416011025,Waimea WWTP service Waimea 96796,4715 ALAWAI RD,WAIMEA,96796,Residential
418014078,Waimea WWTP service Waimea 96796,3719 'UWAO ST,WAIMEA,96796,Residential
412008011,Waimea WWTP service Waimea 96796,4716 WAIMEA CANYON DR,WAIMEA,96796,Residential
412008011,Waimea WWTP service Waimea 96796,4716 WAIMEA CANYON DR A,WAIMEA,96796,Residential
412008017,Waimea WWTP service Waimea 96796,9670 MAULE RD,WAIMEA,96796,Residential
412009005,Waimea WWTP service Waimea 96796,4637 MAKEKE RD,WAIMEA,96796,Residential
412009005,Waimea WWTP service Waimea 96796,4637 MAKEKE RD,WAIMEA,96796,Residential
412014017,Waimea WWTP service Waimea 96796,9528 KEOLEWA ST,WAIMEA,96796,Residential
412014081,Waimea WWTP service Waimea 96796,9404 HAINA RD,WAIMEA,96796,Residential
412014088,Waimea WWTP service Waimea 96796,9385 HAINA RD,WAIMEA,96796,Residential
418016040,Waimea WWTP service Waimea 96796,5158 KAUNALOA ST,WAIMEA,96796,Residential
416007038,Waimea WWTP service Waimea 96796,9765 LAAU RD A,WAIMEA,96796,Residential
416007038,Waimea WWTP service Waimea 96796,9765 LAAU RD,WAIMEA,96796,Residential
416008054,Waimea WWTP service Waimea 96796,9576 HUAKAI RD,WAIMEA,96796,Residential
416003041,Waimea WWTP service Waimea 96796,4623 MENEHUNE RD,WAIMEA,96796,Residential
416003053,Waimea WWTP service Waimea 96796,9770 PULE RD,WAIMEA,96796,Commercial
416003080,Waimea WWTP service Waimea 96796,4789 MENEHUNE RD B,WAIMEA,96796,Residential
416004012,Waimea WWTP service Waimea 96796,4690 ALAWAI RD,WAIMEA,96796,Commercial
416004026,Waimea WWTP service Waimea 96796,4592 ALAWAI RD,WAIMEA,96796,Residential
416005036,Waimea WWTP service Waimea 96796,4631 MAILE RD,WAIMEA,96796,Residential
416005085,Waimea WWTP service Waimea 96796,9867 NIMA PL,WAIMEA,96796,Residential
416006011,Waimea WWTP service Waimea 96796,9925 KAHAKAI RD A,WAIMEA,96796,Residential
416009025,Waimea WWTP service Waimea 96796,9679 KAUMUALII HWY,WAIMEA,96796,Commercial
416009025,Waimea WWTP service Waimea 96796,9679 KAUMUALII HWY,WAIMEA,96796,Commercial
416009037,Waimea WWTP service Waimea 96796,9610 WAENA RD,WAIMEA,96796,Residential
416010006,Waimea WWTP service Waimea 96796,9675 TSUCHIYA RD,WAIMEA,96796,Commercial
416011001,Waimea WWTP service Waimea 96796,4645 ALAWAI RD,WAIMEA,96796,Residential
416011006,Waimea WWTP service Waimea 96796,4677 ALAWAI RD B,WAIMEA,96796,Residential
416011006,Waimea WWTP service Waimea 96796,4677 ALAWAI RD,WAIMEA,96796,Residential
416011008,Waimea WWTP service Waimea 96796,4760 MENEHUNE RD,WAIMEA,96796,Residential
416011009,Waimea WWTP service Waimea 96796,4785 ALAWAI RD,WAIMEA,96796,Inactive
416011009,Waimea WWTP service Waimea 96796,4785 ALAWAI RD,WAIMEA,96796,Inactive
416011011,Waimea WWTP service Waimea 96796,4744 MENEHUNE RD,WAIMEA,96796,Residential
416011012,Waimea WWTP service Waimea 96796,4721 ALAWAI RD E,WAIMEA,96796,Residential
416011012,Waimea WWTP service Waimea 96796,4721 ALAWAI RD D,WAIMEA,96796,Residential
416011013,Waimea WWTP service Waimea 96796,4730 MENEHUNE RD,WAIMEA,96796,Residential
412006035,Waimea WWTP service Waimea 96796,4643 WAIMEA CANYON DR,WAIMEA,96796,Commercial
412008001,Waimea WWTP service Waimea 96796,9721 HAINA RD,WAIMEA,96796,Residential
412008035,Waimea WWTP service Waimea 96796,4771 OMA RD,WAIMEA,96796,Residential
412008037,Waimea WWTP service Waimea 96796,9709 MAULE RD,WAIMEA,96796,Residential
412008039,Waimea WWTP service Waimea 96796,4774 OMA RD,WAIMEA,96796,Residential
416009005,Waimea WWTP service Waimea 96796,9659 KAUMUALII HWY,WAIMEA,96796,Commercial
416003026,Waimea WWTP service Waimea 96796,4817 MENEHUNE RD,WAIMEA,96796,Mixed
416003026,Waimea WWTP service Waimea 96796,4817 MENEHUNE RD C,WAIMEA,96796,Mixed
416003029,Waimea WWTP service Waimea 96796,4777 MENEHUNE RD,WAIMEA,96796,Residential
416003032,Waimea WWTP service Waimea 96796,4733 MENEHUNE RD,WAIMEA,96796,Residential
416003043,Waimea WWTP service Waimea 96796,0,WAIMEA,96796,Inactive
416003043,Waimea WWTP service Waimea 96796,0,WAIMEA,96796,Inactive
416003046,Waimea WWTP service Waimea 96796,9800 UUKU RD A,WAIMEA,96796,Residential
416005015,Waimea WWTP service Waimea 96796,4556 MAILE RD,WAIMEA,96796,Residential
416005016,Waimea WWTP service Waimea 96796,4560 MENEHUNE RD,WAIMEA,96796,Residential
416005016,Waimea WWTP service Waimea 96796,4562 MENEHUNE RD,WAIMEA,96796,Residential
416005016,Waimea WWTP service Waimea 96796,4566 MENEHUNE RD,WAIMEA,96796,Residential
416005027,Waimea WWTP service Waimea 96796,4561 MAILE RD,WAIMEA,96796,Residential
416005046,Waimea WWTP service Waimea 96796,9879 APE PL,WAIMEA,96796,Residential
416005072,Waimea WWTP service Waimea 96796,4682 MENEHUNE RD,WAIMEA,96796,Inactive
416005072,Waimea WWTP service Waimea 96796,4682 MENEHUNE RD,WAIMEA,96796,Inactive
416005074,Waimea WWTP service Waimea 96796,4611 ALAWAI RD,WAIMEA,96796,Inactive
416006015,Waimea WWTP service Waimea 96796,4464 PANAKO RD,WAIMEA,96796,Residential
416006018,Waimea WWTP service Waimea 96796,4478 PANAKO RD,WAIMEA,96796,Residential
416007018,Waimea WWTP service Waimea 96796,9852 KAUMUALII HWY,WAIMEA,96796,Commercial
416007023,Waimea WWTP service Waimea 96796,9825 KAHAKAI RD,WAIMEA,96796,Residential
416009029,Waimea WWTP service Waimea 96796,9611 WAENA RD,WAIMEA,96796,Commercial
416011028,Waimea WWTP service Waimea 96796,4693 ALAWAI RD,WAIMEA,96796,Residential
412014033,Waimea WWTP service Waimea 96796,9462 KEOLEWA ST,WAIMEA,96796,Residential
