TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type
421006018,Eleele WWTP service 96705 & Hanapepe 96716,4539 MIMO PL,ELEELE,96705,Residential
421006032,Eleele WWTP service 96705 & Hanapepe 96716,4516 MIMO PL,ELEELE,96705,Residential
421006035,Eleele WWTP service 96705 & Hanapepe 96716,4544 MIMO PL,HANAPEPE,96716,Residential
421006044,Eleele WWTP service 96705 & Hanapepe 96716,381 PA'ANI ST,ELEELE,96705,Residential
421006044,Eleele WWTP service 96705 & Hanapepe 96716,381 PA'ANI ST,ELEELE,96705,Residential
421007024,Eleele WWTP service 96705 & Hanapepe 96716,4565 PUALEI ST,ELEELE,96705,Residential
421007025,Eleele WWTP service 96705 & Hanapepe 96716,4575 PUALEI ST,ELEELE,96705,Residential
421007044,Eleele WWTP service 96705 & Hanapepe 96716,4633 PUALEI ST,ELEELE,96705,Residential
421007058,Eleele WWTP service 96705 & Hanapepe 96716,4590 ULUPUA ST,ELEELE,96705,Residential
421007078,Eleele WWTP service 96705 & Hanapepe 96716,536 LEIPAPA PL,ELEELE,96705,Residential
421007117,Eleele WWTP service 96705 & Hanapepe 96716,542 AEWA ST,ELEELE,96705,Residential
421007124,Eleele WWTP service 96705 & Hanapepe 96716,582 AEWA ST,ELEELE,96705,Residential
421007144,Eleele WWTP service 96705 & Hanapepe 96716,4723 NANEA PL,ELEELE,96705,Residential
421008008,Eleele WWTP service 96705 & Hanapepe 96716,635 AEWA ST,ELEELE,96705,Residential
421008025,Eleele WWTP service 96705 & Hanapepe 96716,664 AEWA ST,ELEELE,96705,Residential
421008028,Eleele WWTP service 96705 & Hanapepe 96716,648 AEWA ST,ELEELE,96705,Residential
421008075,Eleele WWTP service 96705 & Hanapepe 96716,4646 PUALEI ST,ELEELE,96705,Residential
421009006,Eleele WWTP service 96705 & Hanapepe 96716,731 KAUMO'O PL,ELEELE,96705,Residential
421009024,Eleele WWTP service 96705 & Hanapepe 96716,743 LAULE'A ST,ELEELE,96705,Residential
421009056,Eleele WWTP service 96705 & Hanapepe 96716,914 'OHI PL,ELEELE,96705,Residential
421009082,Eleele WWTP service 96705 & Hanapepe 96716,729 AKALEI ST,ELEELE,96705,Residential
421009111,Eleele WWTP service 96705 & Hanapepe 96716,840 AKALEI ST,ELEELE,96705,Residential
421009119,Eleele WWTP service 96705 & Hanapepe 96716,4621 PI'AI PL,ELEELE,96705,Residential
418015049,Eleele WWTP service 96705 & Hanapepe 96716,3561 MAKA'ALA ST,HANAPEPE,96716,Inactive
418015049,Eleele WWTP service 96705 & Hanapepe 96716,3561 MAKA'ALA ST,HANAPEPE,96716,Inactive
418015049,Eleele WWTP service 96705 & Hanapepe 96716,3561 MAKA'ALA ST,HANAPEPE,96716,Inactive
418015082,Eleele WWTP service 96705 & Hanapepe 96716,3523 PILIALOHA ST,HANAPEPE,96716,Residential
418015125,Eleele WWTP service 96705 & Hanapepe 96716,3640 'UWAO ST,HANAPEPE,96716,Residential
418016006,Eleele WWTP service 96705 & Hanapepe 96716,5134 MOI RD,HANAPEPE,96716,Residential
418016038,Eleele WWTP service 96705 & Hanapepe 96716,5170 KAUNALOA ST,HANAPEPE,96716,Residential
418018007,Eleele WWTP service 96705 & Hanapepe 96716,5047 MOI RD,HANAPEPE,96716,Residential
419005011,Eleele WWTP service 96705 & Hanapepe 96716,3845 KAUMUALII HWY,HANAPEPE,96716,Commercial
419009005,Eleele WWTP service 96705 & Hanapepe 96716,4426 PUOLO RD,HANAPEPE,96716,Residential
419010017,Eleele WWTP service 96705 & Hanapepe 96716,4540 PUOLO RD,HANAPEPE,96716,Residential
421012065,Eleele WWTP service 96705 & Hanapepe 96716,492 ILUNA ST,ELEELE,96705,Residential
421012070,Eleele WWTP service 96705 & Hanapepe 96716,476 ILUNA ST,ELEELE,96705,Residential
421012091,Eleele WWTP service 96705 & Hanapepe 96716,4407 MAHEA RD,ELEELE,96705,Residential
421012103,Eleele WWTP service 96705 & Hanapepe 96716,314 ILUNA ST A,ELEELE,96705,Residential
421012105,Eleele WWTP service 96705 & Hanapepe 96716,278 ILUNA ST,ELEELE,96705,Residential
421012107,Eleele WWTP service 96705 & Hanapepe 96716,274 ILUNA ST,ELEELE,96705,Residential
421013028,Eleele WWTP service 96705 & Hanapepe 96716,492 WAI'ULILI ST,ELEELE,96705,Residential
421010017,Eleele WWTP service 96705 & Hanapepe 96716,4368 MANAWANUI CT,ELEELE,96705,Residential
421010032,Eleele WWTP service 96705 & Hanapepe 96716,104 'OKUPU ST,ELEELE,96705,Residential
421010058,Eleele WWTP service 96705 & Hanapepe 96716,99 'OKUPU ST,ELEELE,96705,Residential
421011013,Eleele WWTP service 96705 & Hanapepe 96716,460 MEHANA RD,ELEELE,96705,Residential
421011018,Eleele WWTP service 96705 & Hanapepe 96716,490 MEHANA RD,ELEELE,96705,Residential
421012015,Eleele WWTP service 96705 & Hanapepe 96716,4437 MAHEA RD,ELEELE,96705,Residential
418015051,Eleele WWTP service 96705 & Hanapepe 96716,3549 MAKA'ALA ST,HANAPEPE,96716,Residential
418008040,Eleele WWTP service 96705 & Hanapepe 96716,3461 KAUMUALII HWY,HANAPEPE,96716,Commercial
418008079,Eleele WWTP service 96705 & Hanapepe 96716,4380 LELE RD,HANAPEPE,96716,Commercial
418013016,Eleele WWTP service 96705 & Hanapepe 96716,4895 KOKO RD,HANAPEPE,96716,Residential
418013046,Eleele WWTP service 96705 & Hanapepe 96716,4895 MOI RD,HANAPEPE,96716,Residential
418013058,Eleele WWTP service 96705 & Hanapepe 96716,4884 MOI RD A,HANAPEPE,96716,Residential
418014003,Eleele WWTP service 96705 & Hanapepe 96716,3522 KUPA'A ST,HANAPEPE,96716,Residential
418014023,Eleele WWTP service 96705 & Hanapepe 96716,4947 ALII RD,HANAPEPE,96716,Residential
418014069,Eleele WWTP service 96705 & Hanapepe 96716,3665 'UWAO ST,HANAPEPE,96716,Residential
418014080,Eleele WWTP service 96705 & Hanapepe 96716,3727 'UWAO ST,HANAPEPE,96716,Residential
418014109,Eleele WWTP service 96705 & Hanapepe 96716,3656 'UWAO ST,HANAPEPE,96716,Residential
418014110,Eleele WWTP service 96705 & Hanapepe 96716,3662 'UWAO ST,HANAPEPE,96716,Residential
418015003,Eleele WWTP service 96705 & Hanapepe 96716,3549 KONALE ST,HANAPEPE,96716,Residential
421012039,Eleele WWTP service 96705 & Hanapepe 96716,511 ILUNA ST B,ELEELE,96705,Residential
421012040,Eleele WWTP service 96705 & Hanapepe 96716,511 ILUNA ST A,ELEELE,96705,Residential
421012055,Eleele WWTP service 96705 & Hanapepe 96716,534 ILUNA ST A,ELEELE,96705,Residential
421012059,Eleele WWTP service 96705 & Hanapepe 96716,520 ILUNA ST A,ELEELE,96705,Residential
421012077,Eleele WWTP service 96705 & Hanapepe 96716,446 ILUNA ST,ELEELE,96705,Residential
421012088,Eleele WWTP service 96705 & Hanapepe 96716,4406 MAHEA RD,ELEELE,96705,Residential
421012106,Eleele WWTP service 96705 & Hanapepe 96716,280 ILUNA ST,ELEELE,96705,Residential
421013027,Eleele WWTP service 96705 & Hanapepe 96716,490 WAI'ULILI ST A,ELEELE,96705,Residential
418015060,Eleele WWTP service 96705 & Hanapepe 96716,3522 PILIALOHA ST,HANAPEPE,96716,Residential
418015061,Eleele WWTP service 96705 & Hanapepe 96716,3528 PILIALOHA ST,HANAPEPE,96716,Residential
418015074,Eleele WWTP service 96705 & Hanapepe 96716,3577 PILIALOHA ST,HANAPEPE,96716,Residential
419006007,Eleele WWTP service 96705 & Hanapepe 96716,4541 HANA RD,HANAPEPE,96716,Inactive
419006016,Eleele WWTP service 96705 & Hanapepe 96716,3871 KUILOA RD,HANAPEPE,96716,Commercial
419007041,Eleele WWTP service 96705 & Hanapepe 96716,3650 LUKA PL,HANAPEPE,96716,Residential
419009010,Eleele WWTP service 96705 & Hanapepe 96716,4444 PUOLO RD A,HANAPEPE,96716,Residential
419009017,Eleele WWTP service 96705 & Hanapepe 96716,4420 PUOLO RD,HANAPEPE,96716,Residential
421001006,Eleele WWTP service 96705 & Hanapepe 96716,4855 MELEMELE RD,ELEELE,96705,Commercial
421001021,Eleele WWTP service 96705 & Hanapepe 96716,260 HUEHU RD,ELEELE,96705,Residential
421001021,Eleele WWTP service 96705 & Hanapepe 96716,260 HUEHU RD A,ELEELE,96705,Residential
421001023,Eleele WWTP service 96705 & Hanapepe 96716,428 KAUMUALII HWY,ELEELE,96705,Residential
421012064,Eleele WWTP service 96705 & Hanapepe 96716,492 ILUNA ST A,ELEELE,96705,Residential
421012078,Eleele WWTP service 96705 & Hanapepe 96716,444 ILUNA ST,ELEELE,96705,Residential
421012102,Eleele WWTP service 96705 & Hanapepe 96716,314 ILUNA ST,ELEELE,96705,Residential
421009130,Eleele WWTP service 96705 & Hanapepe 96716,795 AKALEI ST,ELEELE,96705,Residential
421009131,Eleele WWTP service 96705 & Hanapepe 96716,4610 LILIA ST,ELEELE,96705,Residential
421009138,Eleele WWTP service 96705 & Hanapepe 96716,788 LAULE'A ST,ELEELE,96705,Residential
421010004,Eleele WWTP service 96705 & Hanapepe 96716,4398 'OLALI ST,ELEELE,96705,Residential
421010036,Eleele WWTP service 96705 & Hanapepe 96716,4396 MANA'OLANA CT,ELEELE,96705,Residential
421010046,Eleele WWTP service 96705 & Hanapepe 96716,4387 'OLALI ST,ELEELE,96705,Residential
421010053,Eleele WWTP service 96705 & Hanapepe 96716,113 'OKUPU ST,ELEELE,96705,Residential
421012003,Eleele WWTP service 96705 & Hanapepe 96716,279 ILUNA ST,ELEELE,96705,Residential
421012010,Eleele WWTP service 96705 & Hanapepe 96716,355 ILUNA ST,ELEELE,96705,Residential
418015043,Eleele WWTP service 96705 & Hanapepe 96716,3592 MAKA'ALA ST,HANAPEPE,96716,Residential
418015045,Eleele WWTP service 96705 & Hanapepe 96716,3587 MAKA'ALA ST,HANAPEPE,96716,Residential
418015048,Eleele WWTP service 96705 & Hanapepe 96716,3567 MAKA'ALA ST,HANAPEPE,96716,Residential
418015054,Eleele WWTP service 96705 & Hanapepe 96716,3527 MAKA'ALA ST,HANAPEPE,96716,Residential
418008062,Eleele WWTP service 96705 & Hanapepe 96716,3555 KAUMUALII HWY,HANAPEPE,96716,Commercial
418009028,Eleele WWTP service 96705 & Hanapepe 96716,4625 KANE RD,HANAPEPE,96716,Residential
418009031,Eleele WWTP service 96705 & Hanapepe 96716,4652 MOI RD,HANAPEPE,96716,Residential
418009046,Eleele WWTP service 96705 & Hanapepe 96716,4719 MOI RD,HANAPEPE,96716,Residential
418010012,Eleele WWTP service 96705 & Hanapepe 96716,4810 MOI RD,HANAPEPE,96716,Residential
418010035,Eleele WWTP service 96705 & Hanapepe 96716,4731 MOI RD,HANAPEPE,96716,Residential
418010047,Eleele WWTP service 96705 & Hanapepe 96716,4837 MOI RD,HANAPEPE,96716,Residential
418012035,Eleele WWTP service 96705 & Hanapepe 96716,3591 AHI RD,HANAPEPE,96716,Residential
418013010,Eleele WWTP service 96705 & Hanapepe 96716,4914 MOI RD,HANAPEPE,96716,Residential
418013013,Eleele WWTP service 96705 & Hanapepe 96716,4930 MOI RD,HANAPEPE,96716,Residential
418013015,Eleele WWTP service 96705 & Hanapepe 96716,4950 MOI RD,HANAPEPE,96716,Residential
418013027,Eleele WWTP service 96705 & Hanapepe 96716,4860 MOI RD,HANAPEPE,96716,Residential
418013032,Eleele WWTP service 96705 & Hanapepe 96716,4890 MOI RD,HANAPEPE,96716,Residential
418013051,Eleele WWTP service 96705 & Hanapepe 96716,4911 MOI RD,HANAPEPE,96716,Residential
418013056,Eleele WWTP service 96705 & Hanapepe 96716,4951 MOI RD,HANAPEPE,96716,Residential
418014007,Eleele WWTP service 96705 & Hanapepe 96716,3545 MAKOA ST,HANAPEPE,96716,Residential
418014016,Eleele WWTP service 96705 & Hanapepe 96716,4955 KALELE PL,HANAPEPE,96716,Residential
418014021,Eleele WWTP service 96705 & Hanapepe 96716,4957 ALII RD,HANAPEPE,96716,Residential
418014022,Eleele WWTP service 96705 & Hanapepe 96716,4951 ALII RD,HANAPEPE,96716,Residential
418014031,Eleele WWTP service 96705 & Hanapepe 96716,3557 MAKOA ST,HANAPEPE,96716,Residential
418014041,Eleele WWTP service 96705 & Hanapepe 96716,3575 KUPA'A ST,HANAPEPE,96716,Residential
418014083,Eleele WWTP service 96705 & Hanapepe 96716,3751 'UWAO ST,HANAPEPE,96716,Residential
418014106,Eleele WWTP service 96705 & Hanapepe 96716,4998 ALII RD,HANAPEPE,96716,Residential
418015007,Eleele WWTP service 96705 & Hanapepe 96716,3521 KONALE ST,HANAPEPE,96716,Residential
418015026,Eleele WWTP service 96705 & Hanapepe 96716,3537 'UWAO ST,HANAPEPE,96716,Residential
418015035,Eleele WWTP service 96705 & Hanapepe 96716,3536 MAKA'ALA ST,HANAPEPE,96716,Residential
421012090,Eleele WWTP service 96705 & Hanapepe 96716,4415 MAHEA RD,ELEELE,96705,Residential
418015080,Eleele WWTP service 96705 & Hanapepe 96716,3535 PILIALOHA ST,HANAPEPE,96716,Residential
418015085,Eleele WWTP service 96705 & Hanapepe 96716,5175 ALII RD,HANAPEPE,96716,Residential
418015094,Eleele WWTP service 96705 & Hanapepe 96716,5111 ALII RD,HANAPEPE,96716,Residential
418015096,Eleele WWTP service 96705 & Hanapepe 96716,5095 ALII RD,HANAPEPE,96716,Residential
418016026,Eleele WWTP service 96705 & Hanapepe 96716,3517 WALEA ST,HANAPEPE,96716,Residential
418016034,Eleele WWTP service 96705 & Hanapepe 96716,5192 KAUNALOA ST,HANAPEPE,96716,Residential
418016042,Eleele WWTP service 96705 & Hanapepe 96716,5144 KAUNALOA ST,HANAPEPE,96716,Residential
418016046,Eleele WWTP service 96705 & Hanapepe 96716,3525 HAMO PL,HANAPEPE,96716,Residential
418017006,Eleele WWTP service 96705 & Hanapepe 96716,5157 MOI RD,HANAPEPE,96716,Residential
418017014,Eleele WWTP service 96705 & Hanapepe 96716,5119 MOI RD,HANAPEPE,96716,Residential
418017018,Eleele WWTP service 96705 & Hanapepe 96716,5101 MOI RD,HANAPEPE,96716,Residential
418018005,Eleele WWTP service 96705 & Hanapepe 96716,5057 MOI RD,HANAPEPE,96716,Residential
418018012,Eleele WWTP service 96705 & Hanapepe 96716,5023 MOI RD,HANAPEPE,96716,Residential
418018025,Eleele WWTP service 96705 & Hanapepe 96716,4967 MOI RD,HANAPEPE,96716,Residential
418019008,Eleele WWTP service 96705 & Hanapepe 96716,3399 KAI LANI PL,HANAPEPE,96716,Residential
418019017,Eleele WWTP service 96705 & Hanapepe 96716,3370 KAI LANI PL,HANAPEPE,96716,Residential
418019023,Eleele WWTP service 96705 & Hanapepe 96716,4312 LELE RD,HANAPEPE,96716,Residential
419004002,Eleele WWTP service 96705 & Hanapepe 96716,3897 HANAPEPE RD,HANAPEPE,96716,Commercial
419004002,Eleele WWTP service 96705 & Hanapepe 96716,3893 HANAPEPE RD,HANAPEPE,96716,Commercial
419005004,Eleele WWTP service 96705 & Hanapepe 96716,3716 HANAPEPE RD A,HANAPEPE,96716,Commercial
419005004,Eleele WWTP service 96705 & Hanapepe 96716,3716 HANAPEPE RD,HANAPEPE,96716,Commercial
419005023,Eleele WWTP service 96705 & Hanapepe 96716,3847 KOULA RD A,HANAPEPE,96716,Residential
419005023,Eleele WWTP service 96705 & Hanapepe 96716,3847 KOULA RD B,HANAPEPE,96716,Residential
419005039,Eleele WWTP service 96705 & Hanapepe 96716,3840 HANAPEPE RD B,HANAPEPE,96716,Commercial
419005039,Eleele WWTP service 96705 & Hanapepe 96716,3840 HANAPEPE RD A,HANAPEPE,96716,Commercial
419005064,Eleele WWTP service 96705 & Hanapepe 96716,4514 PUNA RD,HANAPEPE,96716,Residential
419006008,Eleele WWTP service 96705 & Hanapepe 96716,3749 KAUMUALII HWY,HANAPEPE,96716,Commercial
419006038,Eleele WWTP service 96705 & Hanapepe 96716,4458 IONA RD,HANAPEPE,96716,Residential
419007034,Eleele WWTP service 96705 & Hanapepe 96716,3680 KAUMUALII HWY,HANAPEPE,96716,Commercial
419007047,Eleele WWTP service 96705 & Hanapepe 96716,4437 IONA RD,HANAPEPE,96716,Residential
419009004,Eleele WWTP service 96705 & Hanapepe 96716,4426 PUOLO RD A,ELEELE,96705,Residential
419010009,Eleele WWTP service 96705 & Hanapepe 96716,4472 PUOLO RD C,HANAPEPE,96716,Residential
419010013,Eleele WWTP service 96705 & Hanapepe 96716,3566 KAUMUALII HWY,HANAPEPE,96716,Mixed
419010013,Eleele WWTP service 96705 & Hanapepe 96716,3574 KAUMUALII HWY,HANAPEPE,96716,Mixed
419010013,Eleele WWTP service 96705 & Hanapepe 96716,3562 KAUMUALII HWY,HANAPEPE,96716,Mixed
419010016,Eleele WWTP service 96705 & Hanapepe 96716,4534 PUOLO RD,HANAPEPE,96716,Residential
421001039,Eleele WWTP service 96705 & Hanapepe 96716,311 MEHANA RD,ELEELE,96705,Residential
421004001,Eleele WWTP service 96705 & Hanapepe 96716,232 ULAULA RD,ELEELE,96705,Residential
421004014,Eleele WWTP service 96705 & Hanapepe 96716,4723 ELEELE RD,ELEELE,96705,Residential
421004021,Eleele WWTP service 96705 & Hanapepe 96716,4710 ELEELE RD,ELEELE,96705,Residential
421004021,Eleele WWTP service 96705 & Hanapepe 96716,4710 ELEELE RD A,ELEELE,96705,Residential
421004034,Eleele WWTP service 96705 & Hanapepe 96716,233 KEOKEO RD,ELEELE,96705,Residential
421004045,Eleele WWTP service 96705 & Hanapepe 96716,4562 ELEELE RD,ELEELE,96705,Residential
421005020,Eleele WWTP service 96705 & Hanapepe 96716,4684 MELEMELE RD,ELEELE,96705,Residential
421006002,Eleele WWTP service 96705 & Hanapepe 96716,4591 MIMO PL,ELEELE,96705,Residential
421006031,Eleele WWTP service 96705 & Hanapepe 96716,4510 MIMO PL,ELEELE,96705,Residential
421006036,Eleele WWTP service 96705 & Hanapepe 96716,384 PA'ANI ST,ELEELE,96705,Residential
421006038,Eleele WWTP service 96705 & Hanapepe 96716,392 PA'ANI ST,ELEELE,96705,Residential
421006066,Eleele WWTP service 96705 & Hanapepe 96716,4720 HOKULOA PL,ELEELE,96705,Residential
421007005,Eleele WWTP service 96705 & Hanapepe 96716,4584 PUALEI ST,ELEELE,96705,Residential
421007009,Eleele WWTP service 96705 & Hanapepe 96716,4546 PUALEI ST,ELEELE,96705,Residential
421007036,Eleele WWTP service 96705 & Hanapepe 96716,611 LEI'ONI PL,ELEELE,96705,Residential
421007037,Eleele WWTP service 96705 & Hanapepe 96716,615 LEI'ONI PL,ELEELE,96705,Residential
421007041,Eleele WWTP service 96705 & Hanapepe 96716,4611 PUALEI ST,ELEELE,96705,Residential
421007051,Eleele WWTP service 96705 & Hanapepe 96716,622 LAULE'A ST,ELEELE,96705,Residential
421007054,Eleele WWTP service 96705 & Hanapepe 96716,4622 ULUPUA ST,ELEELE,96705,Residential
421007054,Eleele WWTP service 96705 & Hanapepe 96716,4622 ULUPUA ST A,HANAPEPE,96716,Residential
421007079,Eleele WWTP service 96705 & Hanapepe 96716,534 LEIPAPA PL,ELEELE,96705,Residential
421007093,Eleele WWTP service 96705 & Hanapepe 96716,585 LEIPAPA PL,ELEELE,96705,Residential
421007108,Eleele WWTP service 96705 & Hanapepe 96716,480 LAULE'A ST,ELEELE,96705,Residential
421007127,Eleele WWTP service 96705 & Hanapepe 96716,4685 ULUPUA ST,ELEELE,96705,Residential
421007152,Eleele WWTP service 96705 & Hanapepe 96716,4716 NANEA PL,ELEELE,96705,Residential
421007158,Eleele WWTP service 96705 & Hanapepe 96716,563 AEWA ST,ELEELE,96705,Residential
421008002,Eleele WWTP service 96705 & Hanapepe 96716,609 AEWA ST,ELEELE,96705,Residential
421008014,Eleele WWTP service 96705 & Hanapepe 96716,663 AEWA ST,ELEELE,96705,Residential
421008044,Eleele WWTP service 96705 & Hanapepe 96716,4647 KULE'A PL,ELEELE,96705,Residential
421008057,Eleele WWTP service 96705 & Hanapepe 96716,4676 ULUPUA ST,ELEELE,96705,Residential
421008066,Eleele WWTP service 96705 & Hanapepe 96716,645 LAULE'A ST,ELEELE,96705,Residential
421008068,Eleele WWTP service 96705 & Hanapepe 96716,657 LAULE'A ST,ELEELE,96705,Residential
421009044,Eleele WWTP service 96705 & Hanapepe 96716,835 LAULE'A ST,ELEELE,96705,Residential
421009054,Eleele WWTP service 96705 & Hanapepe 96716,922 'OHI PL,ELEELE,96705,Residential
421009059,Eleele WWTP service 96705 & Hanapepe 96716,690 LAULE'A ST,ELEELE,96705,Residential
421009063,Eleele WWTP service 96705 & Hanapepe 96716,712 LAULE'A ST,ELEELE,96705,Residential
421009081,Eleele WWTP service 96705 & Hanapepe 96716,735 AKALEI ST,ELEELE,96705,Residential
421009083,Eleele WWTP service 96705 & Hanapepe 96716,723 AKALEI ST,ELEELE,96705,Residential
421009085,Eleele WWTP service 96705 & Hanapepe 96716,713 AKALEI ST,ELEELE,96705,Residential
421009093,Eleele WWTP service 96705 & Hanapepe 96716,716 AKALEI ST,ELEELE,96705,Residential
421009105,Eleele WWTP service 96705 & Hanapepe 96716,794 AKALEI ST,ELEELE,96705,Residential
421009134,Eleele WWTP service 96705 & Hanapepe 96716,4630 LILIA ST,ELEELE,96705,Residential
421010019,Eleele WWTP service 96705 & Hanapepe 96716,4378 MANAWANUI CT,ELEELE,96705,Residential
421010022,Eleele WWTP service 96705 & Hanapepe 96716,4371 MANAWANUI CT,ELEELE,96705,Residential
421010029,Eleele WWTP service 96705 & Hanapepe 96716,98 'OKUPU ST,ELEELE,96705,Residential
421010043,Eleele WWTP service 96705 & Hanapepe 96716,4405 'OLALI ST,ELEELE,96705,Residential
421010054,Eleele WWTP service 96705 & Hanapepe 96716,111 'OKUPU ST,ELEELE,96705,Residential
421011008,Eleele WWTP service 96705 & Hanapepe 96716,420 MEHANA RD,ELEELE,96705,Residential
421012004,Eleele WWTP service 96705 & Hanapepe 96716,291 ILUNA ST,ELEELE,96705,Residential
418008055,Eleele WWTP service 96705 & Hanapepe 96716,3548 HANAPEPE RD B,HANAPEPE,96716,Residential
418012039,Eleele WWTP service 96705 & Hanapepe 96716,4914 KOKO RD,HANAPEPE,96716,Residential
418013009,Eleele WWTP service 96705 & Hanapepe 96716,3511 AHI RD,HANAPEPE,96716,Residential
418014039,Eleele WWTP service 96705 & Hanapepe 96716,3587 KUPA'A ST,HANAPEPE,96716,Residential
418014046,Eleele WWTP service 96705 & Hanapepe 96716,3541 KUPA'A ST,HANAPEPE,96716,Residential
418014062,Eleele WWTP service 96705 & Hanapepe 96716,3574 KONALE ST,HANAPEPE,96716,Residential
418014079,Eleele WWTP service 96705 & Hanapepe 96716,3723 'UWAO ST,HANAPEPE,96716,Residential
418014084,Eleele WWTP service 96705 & Hanapepe 96716,3740 'UWAO ST,HANAPEPE,96716,Residential
418014090,Eleele WWTP service 96705 & Hanapepe 96716,3630 MAKOA ST,HANAPEPE,96716,Residential
418015010,Eleele WWTP service 96705 & Hanapepe 96716,3506 'UWAO ST,HANAPEPE,96716,Residential
418015032,Eleele WWTP service 96705 & Hanapepe 96716,3514 MAKA'ALA ST,HANAPEPE,96716,Residential
418015036,Eleele WWTP service 96705 & Hanapepe 96716,3544 MAKA'ALA ST,HANAPEPE,96716,Residential
418015038,Eleele WWTP service 96705 & Hanapepe 96716,3558 MAKA'ALA ST,HANAPEPE,96716,Residential
421012030,Eleele WWTP service 96705 & Hanapepe 96716,475 ILUNA ST,ELEELE,96705,Residential
421012049,Eleele WWTP service 96705 & Hanapepe 96716,527 ILUNA ST A,ELEELE,96705,Residential
421012053,Eleele WWTP service 96705 & Hanapepe 96716,537 ILUNA ST,ELEELE,96705,Residential
421012061,Eleele WWTP service 96705 & Hanapepe 96716,508 ILUNA ST,ELEELE,96705,Residential
421012071,Eleele WWTP service 96705 & Hanapepe 96716,476 ILUNA ST A,ELEELE,96705,Residential
421012080,Eleele WWTP service 96705 & Hanapepe 96716,434 ILUNA ST A,ELEELE,96705,Residential
421013024,Eleele WWTP service 96705 & Hanapepe 96716,476 WAI'ULILI ST,ELEELE,96705,Residential
418015063,Eleele WWTP service 96705 & Hanapepe 96716,3540 PILIALOHA ST,HANAPEPE,96716,Residential
418015070,Eleele WWTP service 96705 & Hanapepe 96716,3586 PILIALOHA ST,HANAPEPE,96716,Residential
418015081,Eleele WWTP service 96705 & Hanapepe 96716,3529 PILIALOHA ST,HANAPEPE,96716,Residential
418015089,Eleele WWTP service 96705 & Hanapepe 96716,5145 ALII RD,HANAPEPE,96716,Residential
418015090,Eleele WWTP service 96705 & Hanapepe 96716,5137 ALII RD,HANAPEPE,96716,Residential
418015108,Eleele WWTP service 96705 & Hanapepe 96716,5040 ALII RD,HANAPEPE,96716,Residential
418016007,Eleele WWTP service 96705 & Hanapepe 96716,3516 AULIKE ST,HANAPEPE,96716,Residential
418016010,Eleele WWTP service 96705 & Hanapepe 96716,5109 KAUNALOA ST,HANAPEPE,96716,Residential
418017004,Eleele WWTP service 96705 & Hanapepe 96716,5167 MOI RD,HANAPEPE,96716,Residential
418017009,Eleele WWTP service 96705 & Hanapepe 96716,5141 MOI RD,HANAPEPE,96716,Residential
418018022,Eleele WWTP service 96705 & Hanapepe 96716,4981 MOI RD,HANAPEPE,96716,Residential
418019009,Eleele WWTP service 96705 & Hanapepe 96716,3403 KAI LANI PL,HANAPEPE,96716,Residential
418019011,Eleele WWTP service 96705 & Hanapepe 96716,3406 KAI LANI PL,HANAPEPE,96716,Residential
418019019,Eleele WWTP service 96705 & Hanapepe 96716,4328 LELE RD,HANAPEPE,96716,Residential
419005003,Eleele WWTP service 96705 & Hanapepe 96716,4510 HANA RD,HANAPEPE,96716,Commercial
419005025,Eleele WWTP service 96705 & Hanapepe 96716,3871 KOULA RD,HANAPEPE,96716,Residential
419005025,Eleele WWTP service 96705 & Hanapepe 96716,3871 KOULA RD A,HANAPEPE,96716,Residential
419005029,Eleele WWTP service 96705 & Hanapepe 96716,3917 KOULA RD A,HANAPEPE,96716,Residential
419005034,Eleele WWTP service 96705 & Hanapepe 96716,3926 HANAPEPE RD,HANAPEPE,96716,Commercial
419006006,Eleele WWTP service 96705 & Hanapepe 96716,4492 IONA RD,HANAPEPE,96716,Residential
419006006,Eleele WWTP service 96705 & Hanapepe 96716,4492 IONA RD A,HANAPEPE,96716,Residential
419006014,Eleele WWTP service 96705 & Hanapepe 96716,4490 KONA RD,HANAPEPE,96716,Commercial
419006021,Eleele WWTP service 96705 & Hanapepe 96716,3916 KAUMUALII HWY,HANAPEPE,96716,Residential
419007002,Eleele WWTP service 96705 & Hanapepe 96716,3690 LUKA PL,HANAPEPE,96716,Residential
419007040,Eleele WWTP service 96705 & Hanapepe 96716,3666 LEA LN,HANAPEPE,96716,Residential
419007043,Eleele WWTP service 96705 & Hanapepe 96716,3641 LUKA PL,HANAPEPE,96716,Residential
419008011,Eleele WWTP service 96705 & Hanapepe 96716,4412 PUOLO RD,HANAPEPE,96716,Residential
421001018,Eleele WWTP service 96705 & Hanapepe 96716,286 HUEHU RD,ELEELE,96705,Residential
421001029,Eleele WWTP service 96705 & Hanapepe 96716,270 KAUMUALII HWY,ELEELE,96705,Residential
421001034,Eleele WWTP service 96705 & Hanapepe 96716,368 MEHANA RD,ELEELE,96705,Residential
421001042,Eleele WWTP service 96705 & Hanapepe 96716,340 AHE ST,ELEELE,96705,Residential
421003008,Eleele WWTP service 96705 & Hanapepe 96716,4416 WAIALO RD,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
